"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SL","2024-07-25","86.8","-1.02","6.01","Cease, Dylan",671277,656302,,"ball",,,,,13,"Luis García Jr. strikes out on a foul tip.","R","L","R","WSH","SD","B",,,0,0,2024,"0.31","-0.18","-1.08","2.31",,,,0,3,"Bot",,,,,,,-0.7738551832585021,-126.48469633038297,-2.3631788068397572,3.4781419448037614,23.644286947124634,-33.827403736203344,"3.52","1.74",,,,"87.2",2718,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.24",,,,,,,,21,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",119,"0","0.038",,,,"-0.038",,-3,-3,"0.224","0.224",28,24,29,24,1,0,5,1,6,1,"3.17","-0.31","0.31","52.0",,,,,
"SL","2024-07-25","86.7","-1","5.95","Cease, Dylan",660688,656302,"field_out","hit_into_play",,,,,3,"Keibert Ruiz grounds out softly, pitcher Dylan Cease to first baseman Jake Cronenworth.","R","L","R","WSH","SD","X",1,"ground_ball",1,2,2024,"0.21","-0.21","0.45","2.9",,,,2,2,"Bot",140.15,188.46,,,,,3.0426994307448214,-126.28285665961067,-0.6798221764777028,1.5979294849275567,25.878124714705667,-34.45629385748686,"3.37","1.57",1,"57",-65,"86.7",2812,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.22",0.237,0.182,"0",1,0,0,1,17,4,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Strategic",65,"-0.009","-0.18","69.4","7.5",0.263,"0.18","88.0",-3,-3,"0.204","0.204",28,25,29,26,1,0,5,2,6,1,"3.23","-0.21","0.21","48.0",26.58369819206933,-28.31236016194203,27.972083334308437,27.776592730103452,52.639032723830674
"SL","2024-07-25","87.9","-1","6.01","Cease, Dylan",660688,656302,,"swinging_strike",,,,,14,"Keibert Ruiz grounds out softly, pitcher Dylan Cease to first baseman Jake Cronenworth.","R","L","R","WSH","SD","S",,,1,1,2024,"0.13","0.19","1.11","0.94",,,,2,2,"Bot",,,,,,,4.8371351123844875,-127.81089370426021,-6.530662906450499,0.40070833472965733,26.882817749317244,-28.972850985813793,"3.37","1.57",,,,"87.8",2908,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.17",,,,,,,,17,3,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Strategic",82,"0","-0.064","64.7","8.6",,"0.064",,-3,-3,"0.204","0.204",28,25,29,26,1,0,5,2,6,1,"2.77","-0.13","0.13","55.1",30.60786958159767,-56.626419991635515,41.45883790511469,21.41948434868889,65.41796027685332
"SL","2024-07-25","89","-1.1","6.06","Cease, Dylan",660688,656302,,"ball",,,,,11,"Keibert Ruiz grounds out softly, pitcher Dylan Cease to first baseman Jake Cronenworth.","R","L","R","WSH","SD","B",,,0,1,2024,"0.07","0.19","-1.24","3.86",,,,2,2,"Bot",,,,,,,-0.47725326590609796,-129.74714438773952,0.21720053499669267,0.872827161636561,26.53349042951898,-30.27642690426507,"3.52","1.59",,,,"89.1",2897,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.3",,,,,,,,17,2,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Strategic",105,"0","0.029",,,,"-0.029",,-3,-3,"0.204","0.204",28,25,29,26,1,0,5,2,6,1,"2.67","-0.07","0.07","51.8",,,,,
"FF","2024-07-25","98.4","-0.84","6.24","Cease, Dylan",660688,656302,,"called_strike",,,,,5,"Keibert Ruiz grounds out softly, pitcher Dylan Cease to first baseman Jake Cronenworth.","R","L","R","WSH","SD","S",,,0,0,2024,"-0.13","1.59","-0.26","2.56",,,,2,2,"Bot",,,,,,,1.8610505396853316,-143.14790306577063,-8.180586407281863,-2.168643072262879,33.428775033314395,-8.685362716517064,"3.55","1.59",,,,"98.5",2599,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.12",,,,,,,,17,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",190,"0","-0.041",,,,"0.041",,-3,-3,"0.204","0.204",28,25,29,26,1,0,5,2,6,1,"0.77","0.13","-0.13","53.6",,,,,
"FF","2024-07-25","97.9","-0.89","6.15","Cease, Dylan",695578,656302,"strikeout","called_strike",,,,,5,"James Wood called out on strikes.","R","L","R","WSH","SD","S",2,,3,2,2024,"-0.2","1.54","-0.23","2.5",,,,1,2,"Bot",,,,,,,2.2528047946992453,-142.3992677204767,-7.9032837827974,-3.2517382913840063,33.28605024163897,-9.654024191420516,"3.75","1.71",,,,"98",2607,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.1",,0,"0",1,0,0,,16,6,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",190,"-0.015","-0.332",,,,"0.332",,-3,-3,"0.219","0.219",28,21,29,22,1,0,5,1,6,1,"0.85","0.2","-0.2","52.5",,,,,
"SL","2024-07-25","88.2","-1.12","6.01","Cease, Dylan",695578,656302,,"called_strike",,,,,4,"James Wood called out on strikes.","R","L","R","WSH","SD","S",,,3,1,2024,"0.04","0.21","-0.46","2.77",,,,1,2,"Bot",,,,,,,1.5209147953246742,-128.5184848696596,-2.253972919481694,0.1485821945777019,26.686254239208996,-29.605568233040625,"3.66","1.65",,,,"88.3",2729,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.24",,,,,,,,16,5,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",98,"0","-0.092",,,,"0.092",,-3,-3,"0.219","0.219",28,21,29,22,1,0,5,1,6,1,"2.71","-0.04","0.04","52.5",,,,,
"SL","2024-07-25","88.3","-1.03","6.1","Cease, Dylan",695578,656302,,"ball",,,,,1,"James Wood called out on strikes.","R","L","R","WSH","SD","B",,,2,1,2024,"0.03","0.22","-0.62","3.86",,,,1,2,"Bot",,,,,,,0.9359361408004677,-128.71457481182674,0.09985377557092912,0.12827099618674054,25.398101990038516,-29.89594642481714,"3.77","1.67",,,,"88.5",2713,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.27",,,,,,,,16,4,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",96,"0","0.122",,,,"-0.122",,-3,-3,"0.219","0.219",28,21,29,22,1,0,5,1,6,1,"2.68","-0.03","0.03","52.5",,,,,
"FF","2024-07-25","98.6","-1.01","6.26","Cease, Dylan",695578,656302,,"foul",,,,,5,"James Wood called out on strikes.","R","L","R","WSH","SD","S",,,2,0,2024,"-0.03","1.7","0.05","3.04",,,,1,2,"Bot",,,,,,,2.9556675305079723,-143.38050859961874,-7.225795229219441,-1.1836117647592195,36.1248129532088,-7.313422830913477,"3.86","1.78",231,"79.4",49,"98.6",2618,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"53.98",,,,,,,,16,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",190,"0","-0.065","74.7","7.2",,"0.065","88.0",-3,-3,"0.219","0.219",28,21,29,22,1,0,5,1,6,1,"0.67","0.03","-0.03","53.8",0.9721212458556378,8.529054754872627,36.819544445563494,37.53979947268064,20.493349132127996
"SL","2024-07-25","88.2","-0.98","6.17","Cease, Dylan",695578,656302,,"ball",,,,,11,"James Wood called out on strikes.","R","L","R","WSH","SD","B",,,1,0,2024,"0.35","-0.13","-0.88","3.85",,,,1,2,"Bot",,,,,,,-0.5016674733313787,-128.60700687309932,0.632687964669653,3.9979618732973137,24.545800967125828,-33.96192064956738,"3.75","1.71",,,,"88.5",2857,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.32",,,,,,,,16,2,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",104,"0","0.072",,,,"-0.072",,-3,-3,"0.219","0.219",28,21,29,22,1,0,5,1,6,1,"3.03","-0.35","0.35","50.8",,,,,
"KC","2024-07-25","81.3","-0.77","6.13","Cease, Dylan",695578,656302,,"ball",,,,,13,"James Wood called out on strikes.","R","L","R","WSH","SD","B",,,0,0,2024,"0.11","-1.11","-0.13","0.92",,,,1,2,"Bot",,,,,,,1.2074193199319545,-118.38865744522124,-2.8946430143968875,0.7910530251976672,24.018353883766007,-42.235119491834176,"3.89","1.82",,,,"81.1",2531,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.26",,,,,,,,16,1,"Knuckle Curve",0,3,0,3,3,0,0,3,"Infield shade","Standard",17,"0","0.039",,,,"-0.039",,-3,-3,"0.219","0.219",28,21,29,22,1,0,5,1,6,1,"4.57","-0.11","0.11","56.1",,,,,
"SL","2024-07-25","87.4","-0.68","6.17","Cease, Dylan",660766,656302,"field_out","hit_into_play",,,,,9,"Juan Yepez grounds out, third baseman Donovan Solano to first baseman Jake Cronenworth.","R","R","R","WSH","SD","X",5,"ground_ball",0,0,2024,"0.1","0.17","0.65","1.76",,,,0,2,"Bot",99.99,162.09,,,,,3.0043466991293277,-127.33648996677617,-4.894794374906169,0.5050873157963224,24.576155549202877,-29.53412231978124,"3.45","1.68",14,"77",-6,"87.8",2800,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.18",0.097,0.08,"0",1,0,0,2,15,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",100,"-0.022","-0.254","67.9","8.2",0.118,"0.254","88.0",-3,-3,"0.241","0.241",28,26,29,26,1,0,5,1,6,1,"2.79","-0.1","-0.1","55.8",12.807599124415837,-11.444561014566128,29.134817849442282,40.89998673824896,35.58230423114899
"SL","2024-07-25","88.7","-0.86","6.01","Cease, Dylan",608385,656302,"strikeout","swinging_strike_blocked",,,,,14,"Jesse Winker strikes out swinging.","R","L","R","WSH","SD","S",2,,2,2,2024,"0.35","-0.01","0.41","-0.31",,,,2,1,"Bot",,,,,,,2.3689205930418793,-128.9718197521423,-9.435105286383942,3.508236044835284,24.51265500229268,-30.70211626546248,"3.46","1.63",,,,"89.1",3028,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.12",,0,"0",1,0,0,,10,5,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",103,"-0.009","-0.219","31.8","6.9",,"0.219",,-3,-3,"0.221","0.221",28,30,29,31,1,0,5,1,6,1,"2.89","-0.35","0.35","50.2",6.391554052363458,11.43608107788166,34.99765076557994,33.079815159841004,24.22477602728263
"FF","2024-07-25","97","-1.05","6.17","Cease, Dylan",608385,656302,,"ball",,,,,14,"Jesse Winker strikes out swinging.","R","L","R","WSH","SD","B",,,1,2,2024,"-0.09","1.64","1.18","1.07",,,657041,1,1,"Bot",,,,,,,6.14988157031199,-140.6523610870645,-11.792361357841525,-2.5818357042575384,32.5931813258662,-7.902807350546157,"3.47","1.65",,,,"96.9",2773,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.02",,,,,,,,10,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",191,"-0.037","0.048",,,,"-0.048",,-3,-3,"0.258","0.258",28,30,29,31,1,0,5,1,6,1,"0.81","0.09","-0.09","50.6",,,,,
"FF","2024-07-25","97.3","-1.22","6.16","Cease, Dylan",608385,656302,,"called_strike",,,,,8,"Jesse Winker strikes out swinging.","R","L","R","WSH","SD","S",,,1,1,2024,"-0.07","1.47","0.04","1.63",,,657041,1,1,"Bot",,,,,,,3.5378437767608086,-141.34227024533553,-10.02026049749132,-1.7007961866737304,32.60470901909413,-10.330620424491041,"3.39","1.54",,,,"97.5",2655,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"53.99",,,,,,,,10,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",196,"0","-0.059",,,,"0.059",,-3,-3,"0.258","0.258",28,30,29,31,1,0,5,1,6,1,"0.95","0.07","-0.07","50.3",,,,,
"FF","2024-07-25","96.1","-1.14","6.27","Cease, Dylan",608385,656302,,"ball",,,,,12,"Jesse Winker strikes out swinging.","R","L","R","WSH","SD","B",,,0,1,2024,"0","1.51","1.4","3.74",,,657041,1,1,"Bot",,,,,,,6.728445239065308,-139.72315196003512,-4.507910953014298,-1.4725716097314212,31.77824599916488,-11.539179503086846,"3.42","1.61",,,,"96.2",2594,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.11",,,,,,,,10,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",190,"0","0.029",,,,"-0.029",,-3,-3,"0.258","0.258",28,30,29,31,1,0,5,1,6,1,"0.96","0","0","54.8",,,,,
"KC","2024-07-25","80.7","-0.89","6.14","Cease, Dylan",608385,656302,,"called_strike",,,,,9,"Jesse Winker strikes out swinging.","R","L","R","WSH","SD","S",,,0,0,2024,"0.05","-0.94","0.58","1.98",,,657041,1,1,"Bot",,,,,,,3.1921908094423093,-117.5952886508803,-0.8223009670590412,-0.1209234975380734,22.164760581218616,-40.95599025287063,"3.42","1.58",,,,"81.2",2626,"6.6",744827,669134,630105,593428,456781,673490,595777,701538,669369,"53.93",,,,,,,,10,1,"Knuckle Curve",0,3,0,3,3,0,0,3,"Infield shade","Standard",22,"0","-0.04",,,,"0.04",,-3,-3,"0.258","0.258",28,30,29,31,1,0,5,1,6,1,"4.43","-0.05","0.05","57.4",,,,,
"FF","2024-07-25","97.3","-0.55","6.26","Cease, Dylan",657041,656302,"walk","ball",,,,,14,"Lane Thomas walks.","R","R","R","WSH","SD","B",,,3,1,2024,"-0.13","1.56","0.94","1.54",,,,1,1,"Bot",,,,,,,4.32763643662429,-141.30991817524864,-10.714089937133718,-2.7865752468550604,31.969375953579064,-8.984248420987498,"3.23","1.51",,,,"97.5",2685,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.02",,0.689131,"0.7",1,0,0,,9,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",193,"0.023","0.256",,,,"-0.256",,-3,-3,"0.235","0.235",28,28,29,29,1,0,5,1,6,1,"0.85","0.13","0.13","55.2",,,,,
"FF","2024-07-25","97.4","-0.56","6.25","Cease, Dylan",657041,656302,,"ball",,,,,14,"Lane Thomas walks.","R","R","R","WSH","SD","B",,,2,1,2024,"-0.14","1.62","0.6","1.11",,,,1,1,"Bot",,,,,,,3.452004238860667,-141.4474962258726,-12.065299048396021,-2.61835027769228,30.429329174115438,-7.866561641331936,"3.27","1.62",,,,"98",2671,"6.6",744827,669134,630105,593428,456781,673490,595777,701538,669369,"53.88",,,,,,,,9,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",188,"0","0.122",,,,"-0.122",,-3,-3,"0.235","0.235",28,28,29,29,1,0,5,1,6,1,"0.78","0.14","0.14","60.2",,,,,
"SL","2024-07-25","87.7","-0.73","6.11","Cease, Dylan",657041,656302,,"called_strike",,,,,9,"Lane Thomas walks.","R","R","R","WSH","SD","S",,,2,0,2024,"0.31","0.18","0.69","1.42",,,,1,1,"Bot",,,,,,,2.8221313571099857,-127.78659858575459,-5.728582842119662,2.9384121694595575,23.14965628243567,-29.280276714475253,"3.24","1.41",,,,"88.6",2903,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54",,,,,,,,9,3,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",113,"0","-0.065",,,,"0.065",,-3,-3,"0.235","0.235",28,28,29,29,1,0,5,1,6,1,"2.74","-0.31","-0.31","59.7",,,,,
"SL","2024-07-25","86.6","-0.86","6.1","Cease, Dylan",657041,656302,,"ball",,,,,8,"Lane Thomas walks.","R","R","R","WSH","SD","B",,,1,0,2024,"-0.09","0.21","0.21","1.47",,,,1,1,"Bot",,,,,,,2.7427294557750503,-126.11282634641039,-5.3245224636623485,-1.4377046870228531,24.188090405641713,-29.073266980775983,"3.19","1.37",,,,"87.1",2795,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.09",,,,,,,,9,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",88,"0","0.072",,,,"-0.072",,-3,-3,"0.235","0.235",28,28,29,29,1,0,5,1,6,1,"2.81","0.09","0.09","54.8",,,,,
"FF","2024-07-25","97.3","-0.5","6.31","Cease, Dylan",657041,656302,,"ball",,,,,12,"Lane Thomas walks.","R","R","R","WSH","SD","B",,,0,0,2024,"-0.08","1.5","1.67","2.67",,,,1,1,"Bot",,,,,,,6.013234448964205,-141.40437451942967,-7.691608259996023,-2.4962149664213396,32.304124276157786,-10.464763220966626,"3.31","1.6",,,,"97.4",2587,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.09",,,,,,,,9,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",188,"0","0.039",,,,"-0.039",,-3,-3,"0.235","0.235",28,28,29,29,1,0,5,1,6,1,"0.91","0.08","0.08","58.3",,,,,
"SL","2024-07-25","87.1","-0.92","6.19","Cease, Dylan",682928,656302,"strikeout","foul_tip",,,,,11,"CJ Abrams strikes out on a foul tip.","R","L","R","WSH","SD","S",2,,2,2,2024,"-0.11","0.15","-1.04","2.81",,,,0,1,"Bot",,,,,,,-0.07506699903417362,-126.90051553318055,-2.2920552041929714,-1.1704294686504504,24.619437016974686,-30.356969000134477,"3.54","1.6",,,,"87.3",2798,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.27",,0,"0",1,0,0,,8,6,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",61,"-0.02","-0.227","70.8","7.7",,"0.227",,-3,-3,"0.255","0.255",28,23,29,24,1,0,5,1,6,1,"2.84","0.11","-0.11","49.3",19.751056745093422,-3.939710113082865,24.842289428028337,49.848354674383025,29.656955654608307
"SL","2024-07-25","86.6","-0.98","5.97","Cease, Dylan",682928,656302,,"ball",,,,,14,"CJ Abrams strikes out on a foul tip.","R","L","R","WSH","SD","B",,,1,2,2024,"0.27","0.25","1.49","0.62",,,,0,1,"Bot",,,,,,,5.368038868556628,-126.05001043665841,-7.163408044616261,1.9084289841660882,22.884334850219037,-28.327263008145223,"3.55","1.63",,,,"87.2",2837,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.08",,,,,,,,8,5,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",74,"0","0.04",,,,"-0.04",,-3,-3,"0.255","0.255",28,23,29,24,1,0,5,1,6,1,"2.76","-0.27","0.27","51.9",,,,,
"KC","2024-07-25","80.6","-0.8","6.03","Cease, Dylan",682928,656302,,"foul",,,,,2,"CJ Abrams strikes out on a foul tip.","R","L","R","WSH","SD","S",,,1,2,2024,"0.32","-1.2","-0.03","3.06",,,,0,1,"Bot",,,,,,,1.1048622988687762,-117.26668378121467,2.385487617950649,2.7127854863661636,24.003593248770922,-43.869511503036115,"3.54","1.6",3,"74.7",-46,"80.2",2634,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.26",,,,,,,,8,4,"Knuckle Curve",0,3,0,3,3,0,0,3,"Infield shade","Standard",27,"0","0","72.6","6.9",,"0","88.0",-3,-3,"0.255","0.255",28,23,29,24,1,0,5,1,6,1,"4.73","-0.32","0.32","52.9",17.83818333275056,-7.39219565158274,21.249095837651552,38.29903499936257,35.16227373830307
"FF","2024-07-25","96.6","-0.74","6.29","Cease, Dylan",682928,656302,,"foul",,,,,12,"CJ Abrams strikes out on a foul tip.","R","L","R","WSH","SD","S",,,1,1,2024,"-0.14","1.48","0.42","3.83",,,,0,1,"Bot",,,,,,,3.4264554605640556,-140.6650782508191,-4.3724553531205705,-2.6126889889241505,31.779811451873034,-11.776411673591932,"3.54","1.6",267,"77.7",42,"96.9",2508,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.09",,,,,,,,8,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",184,"0","-0.056","69.3","6.5",,"0.056","88.0",-3,-3,"0.255","0.255",28,23,29,24,1,0,5,1,6,1,"0.96","0.14","-0.14","55.8",15.40450888802983,-2.182469899757812,19.681855576577167,33.28443207854248,25.85992735347056
"SL","2024-07-25","86.1","-0.86","6.14","Cease, Dylan",682928,656302,,"foul",,,,,8,"CJ Abrams strikes out on a foul tip.","R","L","R","WSH","SD","S",,,1,0,2024,"0.15","0.01","-0.18","1.78",,,,0,1,"Bot",,,,,,,1.3040380172411794,-125.35247796035422,-4.145766144711919,1.3321714564252194,25.008870554755283,-31.42967739898658,"3.54","1.6",,,,"86.2",2779,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.22",,,,,,,,8,2,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",86,"0","-0.049","52.3","7.7",,"0.049",,-3,-3,"0.255","0.255",28,23,29,24,1,0,5,1,6,1,"3.06","-0.15","0.15","56.9",13.886479344905027,-17.770766582224706,27.14086549196278,41.636504612471704,42.269509395644974
"SL","2024-07-25","84.3","-0.98","6.18","Cease, Dylan",682928,656302,,"ball",,,,,13,"CJ Abrams strikes out on a foul tip.","R","L","R","WSH","SD","B",,,0,0,2024,"0.18","-0.03","-1.37","2.31",,,,0,1,"Bot",,,,,,,-1.2537579483455932,-122.82352207582586,-2.5657418606508484,2.0580745239690077,23.765654534495564,-32.23868205052074,"3.54","1.57",,,,"84.4",2765,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.23",,,,,,,,8,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",86,"0","0.038",,,,"-0.038",,-3,-3,"0.255","0.255",28,23,29,24,1,0,5,1,6,1,"3.23","-0.18","0.18","54.3",,,,,
